---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 NS 13-8  8.299e+02  [-50 2.935e-03 1.494e-03 8.881e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 13-9  8.364e+02  [-51 2.794e-03 1.422e-03 8.903e-01]  !510 0 80!  WARNING: The linear system solution has not converged
 NS 13-10  8.430e+02  [-51 2.661e-03 1.354e-03 8.943e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 14-1  8.493e+02  [0 1.000e+00 4.778e-01 3.056e-03]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 14-2  8.556e+02  [-16 1.498e-01 7.157e-02 1.851e-02]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 14-3  8.620e+02  [-33 2.098e-02 1.002e-02 1.226e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 14-4  8.684e+02  [-47 4.118e-03 1.967e-03 5.861e-01]  !510 0 78!  WARNING: The linear system solution has not converged
 NS 14-5  8.748e+02  [-51 2.606e-03 1.245e-03 8.695e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 14-6  8.826e+02  [-52 2.434e-03 1.163e-03 8.749e-01]  !510 0 83!  WARNING: The linear system solution has not converged
 NS 14-7  8.904e+02  [-52 2.303e-03 1.100e-03 8.667e-01]  !510 0 78!  WARNING: The linear system solution has not converged
 NS 14-8  8.970e+02  [-53 2.180e-03 1.042e-03 8.558e-01]  !510 0 79!  WARNING: The linear system solution has not converged
